,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
256,23.0,female,Associate,91275.0,0,RENT,23575.0,PERSONAL,14.5,0.26,4.0,613,No,1
257,22.0,male,Bachelor,22564.0,1,OWN,4000.0,MEDICAL,11.01,0.18,2.0,684,No,1
258,22.0,male,Bachelor,22786.0,0,OWN,5400.0,MEDICAL,15.31,0.24,2.0,647,No,1
259,25.0,male,High School,22450.0,4,MORTGAGE,4000.0,MEDICAL,11.01,0.18,3.0,580,No,1
260,21.0,female,Bachelor,22666.0,0,OWN,3375.0,VENTURE,11.01,0.15,2.0,630,No,1
261,22.0,male,Bachelor,81701.0,1,RENT,23400.0,VENTURE,7.49,0.29,2.0,589,No,1
262,22.0,male,High School,52984.0,0,RENT,23000.0,PERSONAL,11.01,0.43,3.0,621,No,1
263,25.0,female,Master,68579.0,1,RENT,23000.0,EDUCATION,11.01,0.34,2.0,665,No,1
264,23.0,female,Bachelor,73014.0,0,RENT,23000.0,VENTURE,12.18,0.32,4.0,668,No,1
265,25.0,female,High School,76932.0,2,RENT,23000.0,EDUCATION,9.91,0.3,3.0,604,No,1
266,24.0,male,High School,78955.0,1,RENT,23000.0,HOMEIMPROVEMENT,11.99,0.29,4.0,620,No,1
267,23.0,male,Master,82567.0,0,RENT,23000.0,EDUCATION,9.62,0.28,2.0,558,No,1
268,22.0,male,Bachelor,22466.0,0,OWN,3000.0,DEBTCONSOLIDATION,9.96,0.13,3.0,603,No,1
269,24.0,male,Associate,106607.0,1,RENT,23000.0,VENTURE,14.54,0.22,2.0,641,No,1
271,23.0,female,Bachelor,84865.0,3,RENT,22500.0,DEBTCONSOLIDATION,14.27,0.27,2.0,655,No,1
272,24.0,male,Bachelor,22789.0,1,OWN,3000.0,HOMEIMPROVEMENT,11.99,0.13,3.0,663,No,1
273,26.0,female,Bachelor,84801.0,4,RENT,22500.0,EDUCATION,18.99,0.27,2.0,605,No,1
274,24.0,male,Bachelor,88421.0,4,RENT,22400.0,VENTURE,16.7,0.25,4.0,708,No,1
275,24.0,male,High School,23071.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.22,3.0,571,No,1
276,23.0,male,Bachelor,43042.0,1,RENT,22250.0,DEBTCONSOLIDATION,12.69,0.52,3.0,678,No,1
277,25.0,female,High School,53119.0,1,RENT,22000.0,HOMEIMPROVEMENT,13.11,0.41,2.0,597,No,1
278,25.0,male,Bachelor,63311.0,1,RENT,22000.0,PERSONAL,10.74,0.35,2.0,689,No,1
279,21.0,male,Bachelor,23597.0,0,MORTGAGE,4200.0,PERSONAL,14.11,0.18,4.0,675,No,1
280,22.0,female,High School,69308.0,1,RENT,22000.0,EDUCATION,9.63,0.32,3.0,591,No,1
281,25.0,female,High School,70598.0,5,RENT,22000.0,MEDICAL,14.65,0.31,2.0,616,No,1
282,23.0,female,High School,73044.0,0,RENT,22000.0,DEBTCONSOLIDATION,10.25,0.3,4.0,640,No,1
283,24.0,male,Bachelor,73043.0,0,RENT,22000.0,VENTURE,14.26,0.3,2.0,593,No,1
284,25.0,female,Bachelor,23627.0,4,MORTGAGE,3000.0,EDUCATION,9.91,0.13,2.0,649,No,1
285,26.0,male,Bachelor,68198.0,4,RENT,22000.0,MEDICAL,17.19,0.32,3.0,645,No,1
286,22.0,female,High School,85089.0,0,RENT,22000.0,EDUCATION,11.36,0.26,4.0,537,No,1
287,22.0,female,Bachelor,80358.0,0,RENT,22000.0,EDUCATION,11.01,0.27,2.0,635,No,1
288,22.0,female,Master,23497.0,0,OWN,3625.0,MEDICAL,8.49,0.15,3.0,557,No,1
289,21.0,female,Associate,23543.0,0,OWN,6000.0,MEDICAL,8.49,0.25,3.0,631,No,1
290,24.0,female,Bachelor,23667.0,3,OWN,7400.0,MEDICAL,13.85,0.31,2.0,662,No,1
291,25.0,male,Associate,23719.0,2,OWN,4000.0,DEBTCONSOLIDATION,7.4,0.17,3.0,667,No,1
292,25.0,female,Master,94168.0,3,RENT,22000.0,PERSONAL,11.48,0.23,3.0,719,No,1
293,25.0,male,Master,99394.0,1,RENT,22000.0,EDUCATION,17.51,0.22,2.0,646,No,1
294,21.0,male,High School,23504.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,14.61,0.15,3.0,646,No,1
295,22.0,male,Bachelor,24148.0,1,MORTGAGE,4950.0,PERSONAL,11.71,0.2,2.0,594,No,1
296,25.0,male,Bachelor,69353.0,1,RENT,21700.0,PERSONAL,11.99,0.31,2.0,664,No,1
297,24.0,male,High School,65946.0,0,RENT,21600.0,VENTURE,13.49,0.33,2.0,605,No,1
298,23.0,female,High School,68677.0,0,RENT,21600.0,MEDICAL,20.0,0.31,4.0,646,No,1
299,26.0,female,Associate,76687.0,3,RENT,21600.0,DEBTCONSOLIDATION,14.35,0.28,3.0,655,No,1
300,22.0,male,High School,94523.0,0,RENT,21600.0,DEBTCONSOLIDATION,11.26,0.23,3.0,679,No,1
301,24.0,male,Associate,24420.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,5.99,0.29,4.0,694,No,1
302,25.0,male,High School,23948.0,3,OWN,3000.0,EDUCATION,11.99,0.13,4.0,587,No,1
303,24.0,female,Associate,71718.0,2,RENT,21500.0,MEDICAL,16.89,0.3,3.0,620,No,1
304,24.0,female,Master,84999.0,0,RENT,21500.0,HOMEIMPROVEMENT,9.99,0.25,3.0,701,No,1
305,25.0,male,High School,73404.0,4,RENT,21450.0,EDUCATION,7.29,0.29,4.0,671,No,1
306,22.0,male,High School,38473.0,0,RENT,21250.0,DEBTCONSOLIDATION,12.42,0.55,3.0,599,No,1
307,25.0,male,Associate,57546.0,3,RENT,21250.0,VENTURE,10.99,0.37,2.0,610,No,1
308,25.0,male,Bachelor,62422.0,4,RENT,21250.0,VENTURE,6.91,0.34,2.0,588,No,1
309,22.0,male,Bachelor,23993.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.17,0.21,2.0,691,No,1
310,22.0,male,High School,64732.0,0,RENT,21250.0,MEDICAL,10.25,0.33,3.0,645,No,1
311,26.0,male,Associate,23955.0,2,OWN,9250.0,EDUCATION,11.01,0.39,2.0,618,No,1
312,24.0,male,Bachelor,68154.0,2,RENT,21250.0,VENTURE,15.95,0.31,3.0,672,No,1
313,24.0,female,Associate,79138.0,2,RENT,21250.0,EDUCATION,15.95,0.27,4.0,650,No,1
314,21.0,male,High School,42536.0,0,RENT,21000.0,VENTURE,12.53,0.49,4.0,687,No,1
315,22.0,male,Associate,23888.0,0,MORTGAGE,1400.0,HOMEIMPROVEMENT,14.91,0.06,4.0,535,No,1
316,23.0,male,Associate,24013.0,0,MORTGAGE,3000.0,MEDICAL,11.01,0.12,4.0,604,No,1
317,26.0,female,Bachelor,48929.0,6,RENT,21000.0,MEDICAL,6.54,0.43,4.0,601,No,1
318,26.0,male,Bachelor,51379.0,5,RENT,21000.0,MEDICAL,17.26,0.41,4.0,666,No,1
319,23.0,male,High School,76364.0,0,RENT,21000.0,MEDICAL,11.36,0.27,2.0,645,No,1
320,26.0,male,Bachelor,24297.0,3,MORTGAGE,4000.0,VENTURE,7.51,0.16,4.0,678,No,1
321,22.0,female,Bachelor,71599.0,0,RENT,21000.0,PERSONAL,10.71,0.29,3.0,644,No,1
322,26.0,female,Associate,79163.0,3,RENT,21000.0,DEBTCONSOLIDATION,14.09,0.27,3.0,627,No,1
323,22.0,female,Master,23973.0,0,MORTGAGE,5000.0,MEDICAL,15.33,0.21,3.0,571,No,1
324,25.0,female,High School,75181.0,4,RENT,21000.0,MEDICAL,16.32,0.28,4.0,546,No,1
325,26.0,female,Bachelor,98366.0,4,RENT,21000.0,EDUCATION,16.95,0.21,3.0,702,No,1
326,25.0,female,Associate,120885.0,4,RENT,21000.0,PERSONAL,16.49,0.17,3.0,637,No,1
327,26.0,female,Associate,24183.0,5,OTHER,7500.0,PERSONAL,11.97,0.31,2.0,621,No,1
328,21.0,male,High School,23664.0,1,MORTGAGE,6250.0,DEBTCONSOLIDATION,6.17,0.26,3.0,637,No,1
329,21.0,female,Associate,24468.0,0,MORTGAGE,15000.0,EDUCATION,9.64,0.61,2.0,548,No,1
330,26.0,female,High School,61015.0,2,RENT,20500.0,VENTURE,7.49,0.34,3.0,676,No,1
332,26.0,male,High School,32325.0,4,RENT,20050.0,EDUCATION,9.76,0.62,2.0,652,No,1
333,24.0,female,Associate,40881.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.99,0.49,3.0,600,No,1
334,24.0,male,Master,43287.0,0,RENT,20000.0,MEDICAL,12.53,0.46,4.0,600,No,1
335,25.0,male,Bachelor,46375.0,2,RENT,20000.0,MEDICAL,14.59,0.43,4.0,654,No,1
336,23.0,female,High School,39416.0,0,RENT,20000.0,DEBTCONSOLIDATION,12.61,0.51,4.0,593,No,1
337,25.0,male,Associate,46636.0,2,RENT,20000.0,MEDICAL,13.11,0.43,2.0,614,No,1
338,25.0,male,Bachelor,47473.0,3,RENT,20000.0,PERSONAL,11.22,0.42,4.0,633,No,1
339,23.0,female,High School,40632.0,0,RENT,20000.0,EDUCATION,16.0,0.49,2.0,649,No,1
340,25.0,female,Associate,41468.0,2,RENT,20000.0,HOMEIMPROVEMENT,8.88,0.48,4.0,591,No,1
341,24.0,male,High School,48897.0,2,RENT,20000.0,PERSONAL,12.53,0.41,3.0,656,No,1
342,21.0,male,Bachelor,44226.0,0,RENT,20000.0,MEDICAL,11.01,0.45,2.0,637,No,1
343,25.0,male,Associate,51210.0,4,RENT,20000.0,EDUCATION,13.47,0.39,4.0,645,No,1
344,22.0,male,High School,51305.0,1,RENT,20000.0,VENTURE,6.99,0.39,4.0,602,No,1
346,25.0,male,Bachelor,46683.0,3,RENT,20000.0,MEDICAL,11.11,0.43,4.0,636,No,1
347,22.0,female,Associate,54870.0,0,RENT,20000.0,EDUCATION,7.9,0.36,4.0,631,No,1
348,23.0,male,Associate,55291.0,3,RENT,20000.0,PERSONAL,10.25,0.36,2.0,632,No,1
349,24.0,female,High School,54919.0,4,RENT,20000.0,MEDICAL,11.01,0.36,2.0,670,No,1
350,22.0,male,High School,54899.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.92,0.36,3.0,650,No,1
351,24.0,male,Associate,47903.0,0,RENT,20000.0,MEDICAL,14.74,0.42,2.0,665,No,1
352,24.0,male,Associate,56744.0,0,RENT,20000.0,EDUCATION,10.62,0.35,2.0,582,No,1
353,22.0,male,Associate,58440.0,0,RENT,20000.0,VENTURE,10.65,0.34,3.0,656,No,1
354,22.0,female,Associate,51628.0,0,RENT,20000.0,PERSONAL,12.99,0.39,3.0,635,No,1
355,22.0,male,High School,58859.0,1,RENT,20000.0,VENTURE,11.36,0.34,4.0,672,No,1
356,23.0,female,Master,60235.0,4,RENT,20000.0,EDUCATION,6.54,0.33,4.0,615,No,1
357,25.0,female,Bachelor,61114.0,1,RENT,20000.0,DEBTCONSOLIDATION,7.49,0.33,3.0,639,No,1
358,25.0,female,Bachelor,60990.0,1,RENT,20000.0,EDUCATION,13.43,0.33,2.0,691,No,1
359,22.0,female,Bachelor,61072.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.22,0.33,2.0,681,No,1
360,22.0,female,Associate,53980.0,0,RENT,20000.0,EDUCATION,15.68,0.37,4.0,688,No,1
361,24.0,male,Bachelor,61918.0,2,RENT,20000.0,MEDICAL,11.01,0.32,3.0,672,No,1
362,25.0,female,Bachelor,62299.0,3,RENT,20000.0,HOMEIMPROVEMENT,11.48,0.32,3.0,680,No,1
363,24.0,male,Master,62192.0,3,RENT,20000.0,VENTURE,10.38,0.32,3.0,640,No,1
364,22.0,male,Bachelor,62045.0,0,RENT,20000.0,EDUCATION,12.53,0.32,3.0,629,No,1
365,22.0,male,Bachelor,62350.0,1,RENT,20000.0,EDUCATION,13.47,0.32,2.0,677,No,1
366,24.0,female,Associate,62508.0,0,RENT,20000.0,VENTURE,12.21,0.32,4.0,571,No,1
367,25.0,male,High School,63607.0,2,RENT,20000.0,VENTURE,10.99,0.31,3.0,647,No,1
368,25.0,male,Associate,63921.0,3,RENT,20000.0,EDUCATION,11.36,0.31,4.0,568,No,1
369,22.0,male,Bachelor,56273.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.0,0.36,4.0,700,No,1
370,24.0,male,High School,63481.0,3,RENT,20000.0,EDUCATION,15.65,0.32,2.0,633,No,1
371,25.0,male,High School,56451.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.78,0.35,2.0,646,No,1
372,24.0,female,Associate,63897.0,0,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.31,3.0,614,No,1
373,22.0,female,High School,57193.0,0,RENT,20000.0,MEDICAL,16.77,0.35,3.0,532,No,1
374,22.0,male,Associate,65874.0,0,RENT,20000.0,EDUCATION,9.91,0.3,4.0,617,No,1
375,23.0,female,Associate,58705.0,3,RENT,20000.0,MEDICAL,15.65,0.34,4.0,603,No,1
376,23.0,male,High School,58236.0,2,RENT,20000.0,MEDICAL,14.96,0.34,3.0,588,No,1
377,23.0,male,Associate,65738.0,0,RENT,20000.0,VENTURE,11.83,0.3,4.0,668,No,1
378,24.0,male,High School,59765.0,2,RENT,20000.0,MEDICAL,11.66,0.33,4.0,643,No,1
379,26.0,male,High School,67019.0,2,RENT,20000.0,EDUCATION,12.18,0.3,4.0,639,No,1
381,25.0,male,Bachelor,66906.0,3,RENT,20000.0,DEBTCONSOLIDATION,6.91,0.3,3.0,666,No,1
382,26.0,female,Associate,59603.0,7,RENT,20000.0,HOMEIMPROVEMENT,19.79,0.34,3.0,642,No,1
383,25.0,male,High School,67174.0,2,RENT,20000.0,VENTURE,9.88,0.3,4.0,646,No,1
384,23.0,male,Associate,66844.0,0,RENT,20000.0,DEBTCONSOLIDATION,12.53,0.3,2.0,655,No,1
385,25.0,female,Associate,67482.0,6,RENT,20000.0,VENTURE,11.01,0.3,4.0,682,No,1
386,23.0,male,Master,69387.0,2,RENT,20000.0,EDUCATION,16.89,0.29,2.0,600,No,1
387,22.0,female,High School,62379.0,0,RENT,20000.0,PERSONAL,17.49,0.32,4.0,641,No,1
388,22.0,female,Associate,70529.0,1,RENT,20000.0,DEBTCONSOLIDATION,13.11,0.28,2.0,593,No,1
389,23.0,female,Associate,71255.0,2,RENT,20000.0,DEBTCONSOLIDATION,7.66,0.28,3.0,654,No,1
390,26.0,male,Master,71761.0,3,RENT,20000.0,MEDICAL,6.17,0.28,3.0,665,No,1
391,26.0,male,Bachelor,64550.0,8,RENT,20000.0,PERSONAL,16.35,0.31,4.0,649,No,1
392,23.0,female,Bachelor,72969.0,1,RENT,20000.0,MEDICAL,7.9,0.27,2.0,579,No,1
393,24.0,female,Bachelor,66060.0,4,RENT,20000.0,VENTURE,16.49,0.3,2.0,671,No,1
394,24.0,female,Master,72762.0,6,RENT,20000.0,PERSONAL,10.99,0.27,2.0,677,No,1
395,25.0,female,Bachelor,65742.0,1,RENT,20000.0,PERSONAL,8.88,0.3,3.0,592,No,1
396,24.0,male,Bachelor,73352.0,1,RENT,20000.0,VENTURE,11.01,0.27,4.0,583,No,1
397,23.0,male,Master,65733.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.84,0.3,3.0,592,No,1
398,23.0,male,Associate,65802.0,3,RENT,20000.0,PERSONAL,11.12,0.3,2.0,628,No,1
399,22.0,male,Bachelor,72562.0,1,RENT,20000.0,EDUCATION,7.88,0.28,3.0,567,No,1
400,25.0,female,Associate,73028.0,1,RENT,20000.0,EDUCATION,11.01,0.27,2.0,654,No,1
401,25.0,male,Bachelor,73266.0,1,RENT,20000.0,EDUCATION,11.01,0.27,3.0,658,No,1
402,25.0,male,High School,65555.0,1,RENT,20000.0,PERSONAL,15.65,0.31,3.0,667,No,1
403,24.0,female,High School,65678.0,4,RENT,20000.0,PERSONAL,17.04,0.3,3.0,602,No,1
404,23.0,female,Bachelor,73286.0,3,RENT,20000.0,EDUCATION,12.21,0.27,2.0,687,No,1
405,25.0,female,High School,65967.0,6,RENT,20000.0,DEBTCONSOLIDATION,14.11,0.3,4.0,662,No,1
406,24.0,female,High School,73202.0,1,RENT,20000.0,PERSONAL,11.14,0.27,2.0,536,No,1
407,24.0,female,Bachelor,73058.0,3,RENT,20000.0,PERSONAL,13.87,0.27,4.0,647,No,1
408,26.0,male,High School,72650.0,3,RENT,20000.0,HOMEIMPROVEMENT,10.08,0.28,4.0,606,No,1
409,23.0,male,High School,66301.0,2,RENT,20000.0,PERSONAL,16.7,0.3,4.0,645,No,1
410,24.0,male,High School,66951.0,2,RENT,20000.0,VENTURE,18.64,0.3,2.0,632,No,1
411,24.0,female,Bachelor,73899.0,0,RENT,20000.0,HOMEIMPROVEMENT,12.18,0.27,4.0,634,No,1
412,25.0,female,High School,75578.0,2,RENT,20000.0,MEDICAL,6.54,0.26,3.0,574,No,1
413,24.0,male,High School,68349.0,3,RENT,20000.0,EDUCATION,14.61,0.29,4.0,576,No,1
414,21.0,female,Bachelor,68120.0,0,RENT,20000.0,VENTURE,17.39,0.29,3.0,664,No,1
415,24.0,male,High School,75484.0,2,RENT,20000.0,HOMEIMPROVEMENT,11.12,0.26,2.0,562,No,1
416,25.0,female,Bachelor,75802.0,2,RENT,20000.0,VENTURE,11.48,0.26,2.0,637,No,1
417,25.0,female,Master,76733.0,2,RENT,20000.0,MEDICAL,12.42,0.26,3.0,656,No,1
418,26.0,male,Bachelor,70484.0,4,RENT,20000.0,DEBTCONSOLIDATION,10.25,0.28,2.0,590,No,1
419,23.0,female,Bachelor,78886.0,1,RENT,20000.0,MEDICAL,10.65,0.25,3.0,653,No,1
420,23.0,female,Bachelor,79348.0,0,RENT,20000.0,MEDICAL,10.37,0.25,2.0,703,No,1
421,23.0,male,Bachelor,78597.0,1,RENT,20000.0,VENTURE,11.49,0.25,3.0,596,No,1
422,26.0,female,Bachelor,71856.0,6,RENT,20000.0,PERSONAL,11.01,0.28,4.0,610,No,1
423,23.0,male,Master,72259.0,2,RENT,20000.0,EDUCATION,12.29,0.28,4.0,650,No,1
424,21.0,female,Bachelor,25869.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,17.27,0.14,2.0,579,No,1
425,26.0,male,Associate,79098.0,2,RENT,20000.0,DEBTCONSOLIDATION,11.99,0.25,2.0,534,No,1
426,25.0,female,Associate,71754.0,4,RENT,20000.0,PERSONAL,14.84,0.28,2.0,540,No,1
427,23.0,male,High School,71688.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.83,0.28,2.0,584,No,1
428,23.0,female,Associate,79539.0,5,RENT,20000.0,DEBTCONSOLIDATION,13.22,0.25,2.0,584,No,1
429,24.0,male,High School,75890.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.84,0.26,4.0,595,No,1
430,25.0,female,Bachelor,77982.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.26,4.0,699,No,1
431,23.0,female,Associate,67625.0,0,RENT,20000.0,MEDICAL,15.2,0.3,4.0,620,No,1
432,23.0,male,Associate,80180.0,0,RENT,20000.0,VENTURE,14.11,0.25,3.0,666,No,1
433,22.0,male,High School,80179.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.42,0.25,2.0,655,No,1
434,22.0,female,Bachelor,26137.0,0,MORTGAGE,1625.0,DEBTCONSOLIDATION,16.89,0.06,3.0,596,No,1
435,21.0,male,Associate,26112.0,0,MORTGAGE,4500.0,HOMEIMPROVEMENT,11.01,0.17,2.0,608,No,1
436,22.0,male,High School,83759.0,1,RENT,20000.0,DEBTCONSOLIDATION,10.99,0.24,4.0,660,No,1
437,24.0,male,Bachelor,83573.0,1,RENT,20000.0,HOMEIMPROVEMENT,14.82,0.24,4.0,693,No,1
438,23.0,female,Associate,72279.0,2,RENT,20000.0,MEDICAL,16.0,0.28,3.0,688,No,1
439,26.0,male,Master,85207.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.16,0.23,3.0,662,No,1
440,24.0,female,Associate,85232.0,5,RENT,20000.0,VENTURE,14.88,0.23,4.0,652,No,1
441,26.0,male,Master,86320.0,2,RENT,20000.0,HOMEIMPROVEMENT,13.36,0.23,2.0,655,No,1
443,24.0,female,Master,87447.0,6,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.23,4.0,632,No,1
444,22.0,male,Associate,76808.0,0,RENT,20000.0,MEDICAL,14.91,0.26,4.0,611,No,1
445,26.0,male,Bachelor,76420.0,2,RENT,20000.0,MEDICAL,13.85,0.26,3.0,656,No,1
447,24.0,male,Master,26747.0,1,MORTGAGE,2000.0,DEBTCONSOLIDATION,14.84,0.07,2.0,704,No,1
448,23.0,female,Associate,92036.0,2,RENT,20000.0,HOMEIMPROVEMENT,15.05,0.22,4.0,648,No,1
449,22.0,male,Master,93070.0,0,RENT,20000.0,EDUCATION,13.79,0.21,4.0,662,No,1
450,24.0,female,Master,95807.0,5,RENT,20000.0,HOMEIMPROVEMENT,14.11,0.21,2.0,678,No,1
451,26.0,male,Bachelor,88672.0,2,RENT,20000.0,PERSONAL,12.53,0.23,2.0,571,No,1
452,23.0,male,High School,94566.0,1,RENT,20000.0,HOMEIMPROVEMENT,18.25,0.21,2.0,611,No,1
453,25.0,female,Bachelor,27570.0,0,MORTGAGE,5875.0,EDUCATION,6.62,0.21,2.0,680,No,1
454,23.0,male,Bachelor,27666.0,0,MORTGAGE,1550.0,DEBTCONSOLIDATION,7.49,0.06,2.0,658,No,1
455,23.0,male,Bachelor,100420.0,4,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.2,2.0,571,No,1
456,22.0,female,Associate,103798.0,0,RENT,20000.0,VENTURE,15.65,0.19,4.0,645,No,1
457,25.0,female,High School,106741.0,1,RENT,20000.0,HOMEIMPROVEMENT,16.35,0.19,3.0,650,No,1
458,22.0,male,High School,90648.0,0,RENT,20000.0,MEDICAL,14.96,0.22,4.0,653,No,1
459,23.0,male,Associate,90887.0,2,RENT,20000.0,MEDICAL,17.04,0.22,2.0,685,No,1
460,23.0,female,Associate,112700.0,0,RENT,20000.0,PERSONAL,13.22,0.18,3.0,559,No,1
461,23.0,female,Bachelor,114961.0,1,RENT,20000.0,DEBTCONSOLIDATION,14.59,0.17,2.0,654,No,1
462,25.0,male,Bachelor,117215.0,2,RENT,20000.0,PERSONAL,11.01,0.17,3.0,672,No,1
463,22.0,female,Associate,28518.0,0,MORTGAGE,7125.0,HOMEIMPROVEMENT,11.71,0.25,3.0,564,No,1
464,23.0,male,High School,28149.0,0,MORTGAGE,3000.0,PERSONAL,8.9,0.11,2.0,626,No,1
465,25.0,female,Master,103168.0,1,RENT,20000.0,MEDICAL,17.39,0.19,2.0,662,No,1
466,22.0,male,High School,28527.0,2,MORTGAGE,8300.0,PERSONAL,12.61,0.29,2.0,690,No,1
467,24.0,female,Master,166817.0,2,RENT,20000.0,VENTURE,15.99,0.12,3.0,681,No,1
469,26.0,male,Master,178602.0,6,RENT,20000.0,DEBTCONSOLIDATION,17.99,0.11,3.0,604,No,1
470,25.0,female,Associate,70930.0,0,RENT,19900.0,MEDICAL,11.83,0.28,4.0,578,No,1
471,25.0,male,High School,28644.0,4,MORTGAGE,10000.0,PERSONAL,11.01,0.35,2.0,570,No,1
472,23.0,male,Associate,13059.0,0,RENT,1000.0,PERSONAL,10.37,0.08,2.0,541,No,1
473,22.0,female,High School,13021.0,1,RENT,1000.0,HOMEIMPROVEMENT,14.74,0.08,4.0,610,No,1
474,21.0,female,Master,13197.0,1,RENT,1000.0,HOMEIMPROVEMENT,13.43,0.08,4.0,722,No,1
475,23.0,female,Master,13817.0,1,RENT,1000.0,MEDICAL,10.25,0.07,2.0,667,No,1
476,22.0,male,High School,15102.0,1,RENT,1000.0,PERSONAL,13.57,0.07,3.0,559,No,1
477,22.0,female,Bachelor,16077.0,3,RENT,1000.0,PERSONAL,14.96,0.06,3.0,642,No,1
478,24.0,male,Bachelor,17683.0,0,RENT,1000.0,DEBTCONSOLIDATION,10.0,0.06,4.0,562,No,1
479,21.0,male,High School,18221.0,0,RENT,1000.0,VENTURE,16.29,0.05,4.0,559,No,1
480,22.0,male,Associate,18290.0,2,RENT,1000.0,VENTURE,16.69,0.05,3.0,623,No,1
481,22.0,male,Associate,18923.0,0,RENT,1000.0,MEDICAL,14.3,0.05,3.0,599,No,1
482,21.0,male,Bachelor,20259.0,0,RENT,1000.0,VENTURE,15.65,0.05,3.0,604,No,1
483,23.0,female,High School,48233.0,2,RENT,19000.0,EDUCATION,10.62,0.39,2.0,606,No,1
484,22.0,male,Associate,48844.0,0,RENT,19000.0,VENTURE,12.18,0.39,3.0,562,No,1
485,25.0,female,Master,57272.0,1,RENT,19000.0,MEDICAL,11.99,0.33,2.0,648,No,1
486,25.0,male,Bachelor,61342.0,1,RENT,19000.0,HOMEIMPROVEMENT,10.99,0.31,4.0,645,No,1
487,25.0,male,Bachelor,63600.0,0,RENT,19000.0,MEDICAL,11.01,0.3,4.0,610,No,1
488,26.0,male,High School,57891.0,2,RENT,19000.0,PERSONAL,16.7,0.33,4.0,649,No,1
489,25.0,male,Bachelor,65799.0,2,RENT,19000.0,DEBTCONSOLIDATION,11.01,0.29,4.0,640,No,1
490,22.0,male,Master,66071.0,0,RENT,19000.0,VENTURE,11.01,0.29,4.0,664,No,1
491,23.0,female,Associate,66303.0,3,RENT,19000.0,PERSONAL,11.14,0.29,2.0,611,No,1
492,26.0,male,Bachelor,75656.0,7,RENT,19000.0,MEDICAL,7.49,0.25,2.0,621,No,1
493,25.0,female,Bachelor,29498.0,6,MORTGAGE,6000.0,MEDICAL,14.59,0.2,2.0,664,No,1
494,26.0,male,Bachelor,61142.0,1,RENT,18950.0,PERSONAL,11.01,0.31,3.0,632,No,1
496,22.0,male,Bachelor,44761.0,0,RENT,18725.0,VENTURE,6.54,0.42,3.0,667,No,1
497,22.0,male,High School,52878.0,0,RENT,18550.0,DEBTCONSOLIDATION,11.83,0.35,4.0,694,No,1
498,24.0,male,Bachelor,42042.0,0,RENT,18500.0,MEDICAL,10.71,0.44,2.0,640,No,1
499,21.0,male,Associate,44065.0,0,RENT,18500.0,EDUCATION,10.91,0.42,3.0,690,No,1
500,22.0,male,Master,46436.0,0,RENT,18500.0,MEDICAL,7.66,0.4,4.0,673,No,1
501,25.0,female,High School,67957.0,6,RENT,18500.0,DEBTCONSOLIDATION,13.61,0.27,3.0,619,No,1
502,24.0,male,Master,88481.0,1,RENT,18500.0,HOMEIMPROVEMENT,7.9,0.21,2.0,605,No,1
503,24.0,male,Bachelor,94624.0,1,RENT,18500.0,VENTURE,15.33,0.2,2.0,692,No,1
504,22.0,female,Associate,59476.0,3,RENT,18400.0,PERSONAL,13.16,0.31,2.0,653,No,1
505,22.0,female,Bachelor,61014.0,0,RENT,18400.0,DEBTCONSOLIDATION,9.99,0.3,2.0,649,No,1
506,22.0,male,High School,29823.0,0,MORTGAGE,5000.0,VENTURE,14.65,0.17,4.0,655,No,1
507,22.0,female,High School,42149.0,1,RENT,18250.0,VENTURE,10.25,0.43,3.0,571,No,1
508,24.0,female,Bachelor,42910.0,1,RENT,18250.0,PERSONAL,11.49,0.43,4.0,631,No,1
509,25.0,female,Master,42253.0,3,RENT,18250.0,VENTURE,17.04,0.43,3.0,587,No,1
510,23.0,male,Master,52308.0,0,RENT,18250.0,MEDICAL,10.25,0.35,3.0,657,No,1
511,22.0,female,Bachelor,45672.0,0,RENT,18250.0,PERSONAL,14.61,0.4,2.0,561,No,1
512,24.0,female,High School,56134.0,0,RENT,18250.0,VENTURE,13.35,0.33,4.0,684,No,1
513,23.0,female,High School,56040.0,0,RENT,18250.0,PERSONAL,10.75,0.33,2.0,590,No,1
